OBJECTID,GEOID,B00001e1,B00001m1,B00002e1,B00002m1
2042,05000US36121,6379,-1,2674,-1
2043,05000US36123,4014,-1,1782,-1
2044,05000US39001,2881,-1,1293,-1
2045,05000US39003,10477,-1,4385,-1
2046,05000US39005,5322,-1,2138,-1
2047,05000US39007,9556,-1,4105,-1
2048,05000US39009,6677,-1,2479,-1
2049,05000US39011,5614,-1,2307,-1
2050,05000US39013,7505,-1,3359,-1
2051,05000US39015,4062,-1,1787,-1
2052,05000US39017,27499,-1,10817,-1
2053,05000US39019,2699,-1,1219,-1
2054,05000US39021,4134,-1,1707,-1
2055,05000US39023,13708,-1,5905,-1
2056,05000US39025,15082,-1,6117,-1
2057,05000US39027,4065,-1,1665,-1
2058,05000US39029,9573,-1,3993,-1
2059,05000US39031,3901,-1,1658,-1
2060,05000US39033,4268,-1,1979,-1
2061,05000US39035,114386,-1,54135,-1
2062,05000US39037,6923,-1,2911,-1
2063,05000US39039,3731,-1,1541,-1
2064,05000US39041,14547,-1,5322,-1
2065,05000US39043,6489,-1,3125,-1
2066,05000US39045,12376,-1,4868,-1
2067,05000US39047,3055,-1,1311,-1
2068,05000US39049,86464,-1,38254,-1
2069,05000US39051,4396,-1,1834,-1
2070,05000US39053,2754,-1,1215,-1
2071,05000US39055,8507,-1,3192,-1
2072,05000US39057,13469,-1,5254,-1
2073,05000US39059,4400,-1,2065,-1
2074,05000US39061,63971,-1,29263,-1
2075,05000US39063,6714,-1,2772,-1
2076,05000US39065,3948,-1,1515,-1
2077,05000US39067,2545,-1,1188,-1
2078,05000US39069,3645,-1,1530,-1
2079,05000US39071,3918,-1,1682,-1
2080,05000US39073,2834,-1,1224,-1
2081,05000US39075,3873,-1,1244,-1
2082,05000US39077,6075,-1,2551,-1
2083,05000US39079,2551,-1,1063,-1
2084,05000US39081,8051,-1,3689,-1
2085,05000US39083,5533,-1,2123,-1
2086,05000US39085,19642,-1,8456,-1
2087,05000US39087,4805,-1,2213,-1
2088,05000US39089,13379,-1,5375,-1
2089,05000US39091,5162,-1,2424,-1
2090,05000US39093,25592,-1,10391,-1
2091,05000US39095,35549,-1,16079,-1
2092,05000US39097,4497,-1,1538,-1
2093,05000US39099,21387,-1,9748,-1
2094,05000US39101,6570,-1,2545,-1
2095,05000US39103,15349,-1,6101,-1
2096,05000US39105,2714,-1,1264,-1
2097,05000US39107,4569,-1,1879,-1
2098,05000US39109,8589,-1,3630,-1
2099,05000US39111,2136,-1,1009,-1
2100,05000US39113,43623,-1,19673,-1
2101,05000US39115,1978,-1,940,-1
2102,05000US39117,2783,-1,1135,-1
2103,05000US39119,8026,-1,3361,-1
2104,05000US39121,1771,-1,666,-1
2105,05000US39123,4731,-1,2928,-1
2106,05000US39125,2789,-1,1213,-1
2107,05000US39127,3678,-1,1572,-1
2108,05000US39129,5557,-1,2019,-1
2109,05000US39131,2250,-1,944,-1
2110,05000US39133,13126,-1,5224,-1
2111,05000US39135,5434,-1,2238,-1
2112,05000US39137,5288,-1,2112,-1
2113,05000US39139,10261,-1,4314,-1
2114,05000US39141,6935,-1,2629,-1
2115,05000US39143,5953,-1,2563,-1
2116,05000US39145,6594,-1,2749,-1
2117,05000US39147,6674,-1,2691,-1
2118,05000US39149,5997,-1,2310,-1
2119,05000US39151,31020,-1,13136,-1
2120,05000US39153,42088,-1,18469,-1
2121,05000US39155,18115,-1,7837,-1
2122,05000US39157,9244,-1,3908,-1
2123,05000US39159,4575,-1,1561,-1
2124,05000US39161,3605,-1,1564,-1
2125,05000US39163,1469,-1,695,-1
2126,05000US39165,15004,-1,5553,-1
2127,05000US39167,5941,-1,2646,-1
2128,05000US39169,12845,-1,4867,-1
2129,05000US39171,4618,-1,1961,-1
2130,05000US39173,12670,-1,5059,-1
2131,05000US39175,2740,-1,1152,-1
2132,05000US40001,4422,-1,1881,-1
2133,05000US40003,1508,-1,704,-1
2134,05000US40005,3397,-1,1554,-1
2135,05000US40007,1134,-1,575,-1
2136,05000US40009,1753,-1,754,-1
2137,05000US40011,1895,-1,818,-1
2138,05000US40013,5666,-1,2682,-1
2139,05000US40015,5542,-1,2806,-1
2140,05000US40017,10817,-1,4371,-1
2141,05000US40019,5362,-1,2670,-1
2142,05000US40021,5646,-1,2675,-1
2143,05000US40023,2709,-1,1517,-1
2144,05000US40025,596,-1,350,-1
2145,05000US40027,20374,-1,7908,-1
2146,05000US40029,1462,-1,703,-1
2147,05000US40031,11401,-1,4611,-1
2148,05000US40033,1011,-1,496,-1
2149,05000US40035,2806,-1,1335,-1
2150,05000US40037,9456,-1,4225,-1
2151,05000US40039,2555,-1,1070,-1
2152,05000US40041,6519,-1,3783,-1
2153,05000US40043,1157,-1,617,-1
2154,05000US40045,1040,-1,565,-1
2155,05000US40047,6089,-1,2540,-1
2156,05000US40049,4349,-1,2129,-1
2157,05000US40051,7128,-1,3198,-1
2158,05000US40053,1165,-1,602,-1
2159,05000US40055,801,-1,317,-1
2160,05000US40057,555,-1,266,-1
2161,05000US40059,628,-1,322,-1
2162,05000US40061,2676,-1,1303,-1
2163,05000US40063,3040,-1,1529,-1
2164,05000US40065,2969,-1,1360,-1
2165,05000US40067,1585,-1,918,-1
2166,05000US40069,2420,-1,1165,-1
2167,05000US40071,8666,-1,4093,-1
2168,05000US40073,1742,-1,754,-1
2169,05000US40075,1512,-1,826,-1
2170,05000US40077,1980,-1,934,-1
2171,05000US40079,8603,-1,4002,-1
2172,05000US40081,5956,-1,2700,-1
2173,05000US40083,4084,-1,1680,-1
2174,05000US40085,1600,-1,892,-1
2175,05000US40087,3927,-1,1682,-1
2176,05000US40089,5576,-1,2650,-1
2177,05000US40091,2715,-1,1692,-1
2178,05000US40093,1504,-1,699,-1
2179,05000US40095,2039,-1,1186,-1
2180,05000US40097,5523,-1,2751,-1
2181,05000US40099,1516,-1,712,-1
2182,05000US40101,8546,-1,3831,-1
2183,05000US40103,1853,-1,819,-1
2184,05000US40105,1923,-1,929,-1
2185,05000US40107,2673,-1,1327,-1
2186,05000US40109,62426,-1,27501,-1
2187,05000US40111,5633,-1,2584,-1
2188,05000US40113,6746,-1,3226,-1
2189,05000US40115,9400,-1,4332,-1
2190,05000US40117,3257,-1,1578,-1
2191,05000US40119,7239,-1,2764,-1
2192,05000US40121,7448,-1,3571,-1
2193,05000US40123,5449,-1,2401,-1
2194,05000US40125,10450,-1,4435,-1
2195,05000US40127,2569,-1,1448,-1
2196,05000US40129,884,-1,499,-1
2197,05000US40131,11302,-1,4585,-1
2198,05000US40133,5302,-1,2624,-1
2199,05000US40135,5371,-1,2560,-1
2200,05000US40137,5319,-1,2538,-1
2201,05000US40139,2522,-1,1053,-1
2202,05000US40141,1310,-1,635,-1
2203,05000US40143,63773,-1,28786,-1
2204,05000US40145,8508,-1,3573,-1
2205,05000US40147,5474,-1,2494,-1
2206,05000US40149,2213,-1,1030,-1
2207,05000US40151,1247,-1,593,-1
2208,05000US40153,2078,-1,913,-1
2209,05000US41001,2266,-1,1200,-1
2210,05000US41003,7331,-1,2916,-1
2211,05000US41005,27209,-1,11080,-1
2212,05000US41007,3526,-1,1878,-1
2213,05000US41009,4283,-1,1808,-1
2214,05000US41011,4692,-1,2219,-1
2215,05000US41013,1466,-1,661,-1
2216,05000US41015,1450,-1,770,-1
2217,05000US41017,8818,-1,4234,-1
2218,05000US41019,8392,-1,3765,-1
2219,05000US41021,456,-1,255,-1
2220,05000US41023,1485,-1,868,-1
2221,05000US41025,1125,-1,546,-1
2222,05000US41027,1639,-1,674,-1
2223,05000US41029,13532,-1,5998,-1
2224,05000US41031,2205,-1,989,-1
2225,05000US41033,5277,-1,2375,-1
2226,05000US41035,5680,-1,2625,-1
2227,05000US41037,956,-1,514,-1
2228,05000US41039,28653,-1,12520,-1
2229,05000US41041,4719,-1,2707,-1
2230,05000US41043,9138,-1,3825,-1
2231,05000US41045,4053,-1,1562,-1
2232,05000US41047,23426,-1,8765,-1
2233,05000US41049,1409,-1,578,-1
2234,05000US41051,56981,-1,24202,-1
2235,05000US41053,5562,-1,2179,-1
2236,05000US41055,670,-1,334,-1
2237,05000US41057,2665,-1,1791,-1
2238,05000US41059,7025,-1,2726,-1
2239,05000US41061,3634,-1,1532,-1
2240,05000US41063,1149,-1,644,-1
2241,05000US41065,2988,-1,1365,-1
2242,05000US41067,37626,-1,14754,-1
2243,05000US41069,497,-1,300,-1
2244,05000US41071,8059,-1,2918,-1
2245,05000US42001,13457,-1,5212,-1
2246,05000US42003,114890,-1,52825,-1
2247,05000US42005,12538,-1,5876,-1
2248,05000US42007,19513,-1,8848,-1
2249,05000US42009,10782,-1,5022,-1
2250,05000US42011,39139,-1,15347,-1
2251,05000US42013,13825,-1,5895,-1
2252,05000US42015,12240,-1,5984,-1
2253,05000US42017,53235,-1,20751,-1
2254,05000US42019,23644,-1,9840,-1
2255,05000US42021,23082,-1,10026,-1
2256,05000US42023,1179,-1,1229,-1
2257,05000US42025,5943,-1,2925,-1
2258,05000US42027,16205,-1,6202,-1
2259,05000US42029,46832,-1,17289,-1
2260,05000US42031,9214,-1,4400,-1
2261,05000US42033,14075,-1,6543,-1
2262,05000US42035,8147,-1,4073,-1
2263,05000US42037,11327,-1,4888,-1
2264,05000US42039,17364,-1,7921,-1
2265,05000US42041,22233,-1,8537,-1
2266,05000US42043,23958,-1,10501,-1
2267,05000US42045,50048,-1,19204,-1
2268,05000US42047,4018,-1,2494,-1
2269,05000US42049,28801,-1,11551,-1
2270,05000US42051,15365,-1,6931,-1
2271,05000US42053,1693,-1,2467,-1
2272,05000US42055,12132,-1,5063,-1
2273,05000US42057,3985,-1,1852,-1
2274,05000US42059,6930,-1,2948,-1
2275,05000US42061,11555,-1,5396,-1
2276,05000US42063,13392,-1,5554,-1
2277,05000US42065,10159,-1,5096,-1
2278,05000US42067,4968,-1,2248,-1
2279,05000US42069,22618,-1,9827,-1
2280,05000US42071,42409,-1,15847,-1
2281,05000US42073,11835,-1,5134,-1
2282,05000US42075,12737,-1,5142,-1
2283,05000US42077,27220,-1,10889,-1
2284,05000US42079,35545,-1,15748,-1
2285,05000US42081,18274,-1,8062,-1
2286,05000US42083,7663,-1,3743,-1
2287,05000US42085,17631,-1,7343,-1
2288,05000US42087,5621,-1,2376,-1
2289,05000US42089,9329,-1,4411,-1
2290,05000US42091,74109,-1,28972,-1
2291,05000US42093,3414,-1,1385,-1
2292,05000US42095,26332,-1,10294,-1
2293,05000US42097,13185,-1,5713,-1
2294,05000US42099,9291,-1,3986,-1
2295,05000US42101,96976,-1,43983,-1
2296,05000US42103,5047,-1,3098,-1
2297,05000US42105,5318,-1,4078,-1
2298,05000US42107,21689,-1,9535,-1
2299,05000US42109,7646,-1,2997,-1
2300,05000US42111,14401,-1,6945,-1
2301,05000US42113,1815,-1,2025,-1
2302,05000US42115,9719,-1,5137,-1
2303,05000US42117,9857,-1,4895,-1
2304,05000US42119,5773,-1,2056,-1
2305,05000US42121,10271,-1,4993,-1
2306,05000US42123,7844,-1,4589,-1
2307,05000US42125,25163,-1,11030,-1
2308,05000US42127,8214,-1,4414,-1
2309,05000US42129,37285,-1,16636,-1
2310,05000US42131,6132,-1,2897,-1
2311,05000US42133,38845,-1,15734,-1
2312,05000US72001,1557,-1,696,-1
2313,05000US72003,2417,-1,1188,-1
2314,05000US72005,4064,-1,1994,-1
2315,05000US72007,1570,-1,721,-1
2316,05000US72009,1700,-1,747,-1
2317,05000US72011,1795,-1,856,-1
2318,05000US72013,6377,-1,2934,-1
2319,05000US72015,1024,-1,529,-1
2320,05000US72017,1093,-1,506,-1
2321,05000US72019,1596,-1,647,-1
2322,05000US72021,17162,-1,6989,-1
2323,05000US72023,2359,-1,1640,-1
2324,05000US72025,9065,-1,3991,-1
2325,05000US72027,2037,-1,883,-1
2326,05000US72029,2864,-1,1246,-1
2327,05000US72031,11375,-1,5203,-1
2328,05000US72033,2220,-1,929,-1
2329,05000US72035,2940,-1,1357,-1
2330,05000US72037,808,-1,547,-1
2331,05000US72039,1233,-1,581,-1
2332,05000US72041,2992,-1,1242,-1
2333,05000US72043,2411,-1,1103,-1
2334,05000US72045,1385,-1,635,-1
2335,05000US72047,1792,-1,746,-1
2336,05000US72049,196,-1,280,-1
2337,05000US72051,2214,-1,978,-1
2338,05000US72053,2492,-1,1300,-1
2339,05000US72054,576,-1,238,-1
2340,05000US72055,1428,-1,836,-1
2341,05000US72057,2738,-1,1023,-1
2342,05000US72059,1554,-1,725,-1
2343,05000US72061,6260,-1,2851,-1
2344,05000US72063,2282,-1,988,-1
2345,05000US72065,1936,-1,863,-1
2346,05000US72067,1336,-1,611,-1
2347,05000US72069,3264,-1,1678,-1
2348,05000US72071,2497,-1,1221,-1
2349,05000US72073,846,-1,376,-1
2350,05000US72075,3525,-1,1404,-1
2351,05000US72077,1958,-1,862,-1
2352,05000US72079,1379,-1,739,-1
2353,05000US72081,2064,-1,931,-1
2354,05000US72083,799,-1,344,-1
2355,05000US72085,1843,-1,832,-1
2356,05000US72087,2350,-1,1092,-1
2357,05000US72089,1345,-1,762,-1
2358,05000US72091,2829,-1,1265,-1
2359,05000US72093,474,-1,237,-1
2360,05000US72095,728,-1,334,-1
2361,05000US72097,5875,-1,3144,-1
2362,05000US72099,1900,-1,911,-1
2363,05000US72101,1627,-1,708,-1
2364,05000US72103,1121,-1,539,-1
2365,05000US72105,1601,-1,694,-1
2366,05000US72107,1617,-1,729,-1
2367,05000US72109,1065,-1,589,-1
2368,05000US72111,1873,-1,731,-1
2369,05000US72113,12427,-1,5336,-1
2370,05000US72115,1361,-1,581,-1
2371,05000US72117,964,-1,607,-1
2372,05000US72119,3206,-1,1443,-1
2373,05000US72121,1499,-1,836,-1
2374,05000US72123,1892,-1,915,-1
2375,05000US72125,2210,-1,1087,-1
2376,05000US72127,28422,-1,14839,-1
2377,05000US72129,2416,-1,1093,-1
2378,05000US72131,2191,-1,1129,-1
2379,05000US72133,1380,-1,610,-1
2380,05000US72135,3921,-1,1500,-1
2381,05000US72137,5903,-1,2613,-1
2382,05000US72139,4549,-1,1898,-1
2383,05000US72141,2314,-1,1101,-1
2384,05000US72143,2376,-1,1019,-1
2385,05000US72145,3094,-1,1641,-1
2386,05000US72147,395,-1,322,-1
2387,05000US72149,1802,-1,691,-1
2388,05000US72151,2294,-1,1010,-1
2389,05000US72153,2582,-1,1477,-1
2390,05000US44001,4419,-1,1650,-1
2391,05000US44003,12195,-1,5181,-1
2392,05000US44005,6728,-1,3029,-1
2393,05000US44007,45817,-1,18324,-1
2394,05000US44009,10103,-1,4501,-1
2395,05000US45001,2263,-1,1018,-1
2396,05000US45003,10888,-1,4877,-1
2397,05000US45005,839,-1,366,-1
2398,05000US45007,12533,-1,5445,-1
2399,05000US45009,1198,-1,511,-1
2400,05000US45011,1922,-1,941,-1
2401,05000US45013,10830,-1,5862,-1
2402,05000US45015,12586,-1,5189,-1
2403,05000US45017,1231,-1,584,-1
2404,05000US45019,25352,-1,12023,-1
2405,05000US45021,3977,-1,1755,-1
2406,05000US45023,3106,-1,1416,-1
2407,05000US45025,3722,-1,1745,-1
2408,05000US45027,3351,-1,1564,-1
2409,05000US45029,2749,-1,1636,-1
2410,05000US45031,4950,-1,2152,-1
2411,05000US45033,2771,-1,1210,-1
2412,05000US45035,9035,-1,3590,-1
2413,05000US45037,2210,-1,898,-1
2414,05000US45039,1581,-1,771,-1
2415,05000US45041,10660,-1,4441,-1
2416,05000US45043,3970,-1,2152,-1
2417,05000US45045,33502,-1,14159,-1
2418,05000US45047,4831,-1,2101,-1
2419,05000US45049,2030,-1,891,-1
2420,05000US45051,18522,-1,11056,-1
2421,05000US45053,1485,-1,619,-1
2422,05000US45055,4474,-1,1961,-1
2423,05000US45057,5246,-1,2237,-1
2424,05000US45059,5069,-1,2213,-1
2425,05000US45061,1776,-1,726,-1
2426,05000US45063,21055,-1,9020,-1
2427,05000US45065,1200,-1,575,-1
2428,05000US45067,2128,-1,1020,-1
2429,05000US45069,2907,-1,1220,-1
2430,05000US45071,3070,-1,1399,-1
2431,05000US45073,5279,-1,2536,-1
2432,05000US45075,7741,-1,3686,-1
2433,05000US45077,9576,-1,3816,-1
2434,05000US45079,28130,-1,11191,-1
2435,05000US45081,1596,-1,782,-1
2436,05000US45083,20971,-1,8695,-1
2437,05000US45085,7531,-1,3175,-1
2438,05000US45087,2798,-1,1326,-1
2439,05000US45089,2908,-1,1392,-1
2440,05000US45091,15850,-1,6423,-1
2441,05000US46003,928,-1,429,-1
2442,05000US46005,2103,-1,982,-1
2443,05000US46007,687,-1,262,-1
2444,05000US46009,1800,-1,725,-1
2445,05000US46011,3624,-1,1364,-1
2446,05000US46013,4022,-1,1653,-1
2447,05000US46015,1026,-1,431,-1
2448,05000US46017,486,-1,154,-1
2449,05000US46019,861,-1,410,-1
2450,05000US46021,443,-1,279,-1
2451,05000US46023,2076,-1,1010,-1
2452,05000US46025,959,-1,457,-1
2453,05000US46027,1543,-1,504,-1
2454,05000US46029,2942,-1,1227,-1
2455,05000US46031,1322,-1,536,-1
2456,05000US46033,1073,-1,541,-1
2457,05000US46035,1791,-1,704,-1
2458,05000US46037,1236,-1,792,-1
2459,05000US46039,1099,-1,547,-1
2460,05000US46041,1286,-1,561,-1
2461,05000US46043,876,-1,400,-1
2462,05000US46045,924,-1,444,-1
2463,05000US46047,884,-1,492,-1
2464,05000US46049,587,-1,307,-1
2465,05000US46051,1143,-1,528,-1
2466,05000US46053,1209,-1,664,-1
2467,05000US46055,463,-1,231,-1
2468,05000US46057,1598,-1,676,-1
2469,05000US46059,809,-1,418,-1
2470,05000US46061,924,-1,377,-1
2471,05000US46063,411,-1,211,-1
2472,05000US46065,1554,-1,624,-1
2473,05000US46067,1673,-1,807,-1
2474,05000US46069,379,-1,177,-1
2475,05000US46071,534,-1,201,-1
2476,05000US46073,476,-1,246,-1
2477,05000US46075,217,-1,136,-1
2478,05000US46077,1471,-1,715,-1
2479,05000US46079,1534,-1,680,-1
2480,05000US46081,2279,-1,1041,-1
2481,05000US46083,4250,-1,1621,-1
2482,05000US46085,1029,-1,402,-1
2483,05000US46087,1533,-1,667,-1
2484,05000US46089,528,-1,287,-1
2485,05000US46091,996,-1,540,-1
2486,05000US46093,2332,-1,911,-1
2487,05000US46095,469,-1,193,-1
2488,05000US46097,572,-1,285,-1
2489,05000US46099,15446,-1,6022,-1
2490,05000US46101,1405,-1,577,-1
2491,05000US46103,8277,-1,3540,-1
2492,05000US46105,854,-1,454,-1
2493,05000US46107,722,-1,405,-1
2494,05000US46109,2247,-1,1176,-1
2495,05000US46111,660,-1,336,-1
2496,05000US46113,1389,-1,395,-1
2497,05000US46115,1649,-1,781,-1
2498,05000US46117,368,-1,155,-1
2499,05000US46119,403,-1,203,-1
2500,05000US46121,1385,-1,478,-1
2501,05000US46123,766,-1,384,-1
2502,05000US46125,2375,-1,1089,-1
2503,05000US46127,2204,-1,990,-1
2504,05000US46129,856,-1,465,-1
2505,05000US46135,2211,-1,890,-1
2506,05000US46137,900,-1,340,-1
2507,05000US47001,5853,-1,2644,-1
2508,05000US47003,3142,-1,1270,-1
2509,05000US47005,1701,-1,861,-1
2510,05000US47007,1329,-1,515,-1
2511,05000US47009,8888,-1,3951,-1
2512,05000US47011,6400,-1,2599,-1
2513,05000US47013,3387,-1,1650,-1
2514,05000US47015,1370,-1,595,-1
2515,05000US47017,3139,-1,1435,-1
2516,05000US47019,5255,-1,2414,-1
2517,05000US47021,3182,-1,1274,-1
2518,05000US47023,1309,-1,505,-1
2519,05000US47025,2756,-1,1259,-1
2520,05000US47027,705,-1,371,-1
2521,05000US47029,2481,-1,1170,-1
2522,05000US47031,3543,-1,1499,-1
2523,05000US47033,1932,-1,881,-1
2524,05000US47035,4221,-1,2038,-1
2525,05000US47037,46045,-1,20139,-1
2526,05000US47039,1357,-1,691,-1
2527,05000US47041,1741,-1,835,-1
2528,05000US47043,3849,-1,1593,-1
2529,05000US47045,2600,-1,1101,-1
2530,05000US47047,3877,-1,1656,-1
2531,05000US47049,1549,-1,766,-1
2532,05000US47051,3652,-1,1576,-1
2533,05000US47053,4366,-1,1894,-1
2534,05000US47055,2998,-1,1318,-1
2535,05000US47057,2273,-1,1059,-1
2536,05000US47059,5393,-1,2315,-1
2537,05000US47061,1980,-1,942,-1
2538,05000US47063,3863,-1,1650,-1
2539,05000US47065,24729,-1,10644,-1
2540,05000US47067,783,-1,415,-1
2541,05000US47069,2855,-1,1150,-1
2542,05000US47071,2260,-1,1156,-1
2543,05000US47073,4278,-1,1980,-1
2544,05000US47075,1477,-1,714,-1
2545,05000US47077,2197,-1,1003,-1
2546,05000US47079,2874,-1,1376,-1
2547,05000US47081,1901,-1,735,-1
2548,05000US47083,1218,-1,571,-1
2549,05000US47085,1940,-1,900,-1
2550,05000US47087,1285,-1,645,-1
2551,05000US47089,4179,-1,1825,-1
2552,05000US47091,1569,-1,661,-1
2553,05000US47093,31212,-1,13706,-1
2554,05000US47095,1319,-1,381,-1
2555,05000US47097,2809,-1,1059,-1
2556,05000US47099,4312,-1,1816,-1
2557,05000US47101,768,-1,326,-1
2558,05000US47103,2787,-1,1255,-1
2559,05000US47105,3630,-1,1569,-1
2560,05000US47107,3705,-1,1633,-1
2561,05000US47109,3195,-1,1519,-1
2562,05000US47111,1587,-1,684,-1
2563,05000US47113,7973,-1,3391,-1
2564,05000US47115,2824,-1,1271,-1
2565,05000US47117,2665,-1,1093,-1
2566,05000US47119,5362,-1,2204,-1
2567,05000US47121,1167,-1,523,-1
2568,05000US47123,3063,-1,1366,-1
2569,05000US47125,11753,-1,4625,-1
2570,05000US47127,587,-1,257,-1
2571,05000US47129,2564,-1,895,-1
2572,05000US47131,3927,-1,1765,-1
2573,05000US47133,1955,-1,883,-1
2574,05000US47135,1012,-1,537,-1
2575,05000US47137,566,-1,281,-1
2576,05000US47139,1773,-1,862,-1
2577,05000US47141,5683,-1,2314,-1
2578,05000US47143,2230,-1,935,-1
2579,05000US47145,3418,-1,1554,-1
2580,05000US47147,5540,-1,2185,-1
2581,05000US47149,16237,-1,6130,-1
2582,05000US47151,1808,-1,818,-1
2583,05000US47153,1006,-1,450,-1
2584,05000US47155,5180,-1,2893,-1
2585,05000US47157,59830,-1,26490,-1
2586,05000US47159,2243,-1,965,-1
2587,05000US47161,1334,-1,641,-1
2588,05000US47163,12378,-1,5584,-1
2589,05000US47165,11853,-1,4820,-1
2590,05000US47167,4856,-1,1895,-1
2591,05000US47169,577,-1,247,-1
2592,05000US47171,1330,-1,616,-1
2593,05000US47173,1820,-1,805,-1
2594,05000US47175,816,-1,395,-1
2595,05000US47177,3274,-1,1445,-1
2596,05000US47179,7588,-1,3239,-1
2597,05000US47181,1980,-1,749,-1
2598,05000US47183,3558,-1,1506,-1
2599,05000US47185,2114,-1,935,-1
2600,05000US47187,13373,-1,4870,-1
2601,05000US47189,7901,-1,3137,-1
2602,05000US48001,5373,-1,1770,-1
2603,05000US48003,1091,-1,436,-1
2604,05000US48005,5706,-1,2320,-1
2605,05000US48007,1427,-1,850,-1
2606,05000US48009,1609,-1,722,-1
2607,05000US48011,362,-1,177,-1
2608,05000US48013,2743,-1,1074,-1
2609,05000US48015,2226,-1,988,-1
2610,05000US48017,351,-1,148,-1
2611,05000US48019,1426,-1,840,-1
2612,05000US48021,3787,-1,1480,-1
2613,05000US48023,312,-1,201,-1
2614,05000US48025,3040,-1,827,-1
2615,05000US48027,19674,-1,8280,-1
2616,05000US48029,112984,-1,43221,-1
2617,05000US48031,985,-1,493,-1
2618,05000US48033,182,-1,101,-1
2619,05000US48035,2789,-1,1457,-1
2620,05000US48037,7276,-1,2971,-1
2621,05000US48039,20340,-1,7666,-1
2622,05000US48041,13138,-1,4804,-1
2623,05000US48043,835,-1,548,-1
2624,05000US48045,411,-1,254,-1
2625,05000US48047,505,-1,239,-1
2626,05000US48049,4019,-1,1916,-1
2627,05000US48051,1394,-1,735,-1
2628,05000US48053,2888,-1,1382,-1
2629,05000US48055,3106,-1,1121,-1
2630,05000US48057,1548,-1,836,-1
2631,05000US48059,1527,-1,768,-1
2632,05000US48061,27607,-1,9938,-1
2633,05000US48063,964,-1,422,-1
2634,05000US48065,918,-1,434,-1
2635,05000US48067,3025,-1,1499,-1
2636,05000US48069,983,-1,404,-1
2637,05000US48071,2303,-1,935,-1
2638,05000US48073,4333,-1,1760,-1
2639,05000US48075,586,-1,173,-1
2640,05000US48077,1768,-1,894,-1
2641,05000US48079,708,-1,312,-1
2642,05000US48081,561,-1,412,-1
2643,05000US48083,1024,-1,700,-1
2644,05000US48085,52685,-1,19945,-1
2645,05000US48087,500,-1,246,-1
2646,05000US48089,1546,-1,761,-1
2647,05000US48091,6967,-1,2938,-1
2648,05000US48093,1576,-1,845,-1
2649,05000US48095,654,-1,325,-1
2650,05000US48097,4057,-1,1728,-1
2651,05000US48099,7078,-1,2197,-1
2652,05000US48101,320,-1,188,-1
2653,05000US48103,547,-1,202,-1
2654,05000US48105,222,-1,98,-1
2655,05000US48107,1198,-1,538,-1
2656,05000US48109,292,-1,150,-1
2657,05000US48111,716,-1,306,-1
2658,05000US48113,157093,-1,63291,-1
2659,05000US48115,1423,-1,512,-1
2660,05000US48117,1578,-1,589,-1
2661,05000US48119,736,-1,354,-1
2662,05000US48121,47338,-1,17858,-1
2663,05000US48123,2180,-1,978,-1
2664,05000US48125,524,-1,325,-1
2665,05000US48127,586,-1,270,-1
2666,05000US48129,692,-1,471,-1
2667,05000US48131,956,-1,432,-1
2668,05000US48133,1569,-1,935,-1
2669,05000US48135,8890,-1,3438,-1
2670,05000US48137,213,-1,225,-1
2671,05000US48139,11299,-1,4175,-1
2672,05000US48141,51825,-1,18320,-1
2673,05000US48143,3210,-1,1413,-1
2674,05000US48145,2116,-1,954,-1
2675,05000US48147,4634,-1,1955,-1
2676,05000US48149,2410,-1,1316,-1
2677,05000US48151,800,-1,411,-1
2678,05000US48153,781,-1,371,-1
2679,05000US48155,197,-1,131,-1
2680,05000US48157,32244,-1,11045,-1
2681,05000US48159,787,-1,391,-1
2682,05000US48161,1953,-1,877,-1
2683,05000US48163,1231,-1,342,-1
2684,05000US48165,1172,-1,442,-1
2685,05000US48167,19738,-1,9052,-1
2686,05000US48169,734,-1,212,-1
2687,05000US48171,1798,-1,887,-1
2688,05000US48173,223,-1,109,-1
2689,05000US48175,764,-1,370,-1
2690,05000US48177,1943,-1,923,-1
2691,05000US48179,2367,-1,1001,-1
2692,05000US48181,10423,-1,4446,-1
2693,05000US48183,8412,-1,3303,-1
2694,05000US48185,2348,-1,938,-1
2695,05000US48187,9921,-1,3688,-1
2696,05000US48189,3536,-1,1261,-1
2697,05000US48191,543,-1,341,-1
2698,05000US48193,922,-1,524,-1
2699,05000US48195,791,-1,349,-1
2700,05000US48197,500,-1,274,-1
2701,05000US48199,4199,-1,1746,-1
2702,05000US48201,233708,-1,93365,-1
2703,05000US48203,4459,-1,1887,-1
2704,05000US48205,824,-1,256,-1
2705,05000US48207,940,-1,541,-1
2706,05000US48209,10773,-1,3998,-1
2707,05000US48211,487,-1,213,-1
2708,05000US48213,7380,-1,3670,-1
2709,05000US48215,40844,-1,13568,-1
2710,05000US48217,5168,-1,2326,-1
2711,05000US48219,2904,-1,1191,-1
2712,05000US48221,3554,-1,1640,-1
2713,05000US48223,3860,-1,1628,-1
2714,05000US48225,2348,-1,1157,-1
2715,05000US48227,3584,-1,1253,-1
2716,05000US48229,493,-1,279,-1
2717,05000US48231,7551,-1,3216,-1
2718,05000US48233,2172,-1,1064,-1
2719,05000US48235,279,-1,146,-1
2720,05000US48237,1105,-1,482,-1
2721,05000US48239,1321,-1,586,-1
2722,05000US48241,2522,-1,1329,-1
2723,05000US48243,309,-1,213,-1
