OBJECTID,GEOID,B00001e1,B00001m1,B00002e1,B00002m1
718,05000US18041,2174,-1,914,-1
719,05000US18043,6303,-1,2678,-1
720,05000US18045,2298,-1,1023,-1
721,05000US18047,2284,-1,953,-1
722,05000US18049,1923,-1,891,-1
723,05000US18051,3700,-1,1573,-1
724,05000US18053,6934,-1,2800,-1
725,05000US18055,3335,-1,1533,-1
726,05000US18057,17023,-1,6498,-1
727,05000US18059,4858,-1,1931,-1
728,05000US18061,3091,-1,1320,-1
729,05000US18063,10151,-1,3715,-1
730,05000US18065,5654,-1,2331,-1
731,05000US18067,6792,-1,3006,-1
732,05000US18069,4336,-1,1750,-1
733,05000US18071,3740,-1,1589,-1
734,05000US18073,2983,-1,1138,-1
735,05000US18075,2571,-1,1103,-1
736,05000US18077,2826,-1,1099,-1
737,05000US18079,1946,-1,801,-1
738,05000US18081,9748,-1,3732,-1
739,05000US18083,3834,-1,1617,-1
740,05000US18085,7762,-1,3370,-1
741,05000US18087,3606,-1,1244,-1
742,05000US18089,35667,-1,15078,-1
743,05000US18091,11071,-1,4450,-1
744,05000US18093,3594,-1,1568,-1
745,05000US18095,12418,-1,5226,-1
746,05000US18097,63260,-1,29082,-1
747,05000US18099,5101,-1,2085,-1
748,05000US18101,1090,-1,500,-1
749,05000US18103,4100,-1,1654,-1
750,05000US18105,10360,-1,4083,-1
751,05000US18107,4501,-1,1880,-1
752,05000US18109,5724,-1,2269,-1
753,05000US18111,1968,-1,839,-1
754,05000US18113,4368,-1,1803,-1
755,05000US18115,717,-1,313,-1
756,05000US18117,2141,-1,953,-1
757,05000US18119,2164,-1,953,-1
758,05000US18121,1964,-1,805,-1
759,05000US18123,2172,-1,888,-1
760,05000US18125,1498,-1,651,-1
761,05000US18127,12291,-1,4916,-1
762,05000US18129,2711,-1,1193,-1
763,05000US18131,1555,-1,701,-1
764,05000US18133,3765,-1,1284,-1
765,05000US18135,3406,-1,1463,-1
766,05000US18137,3354,-1,1404,-1
767,05000US18139,1852,-1,756,-1
768,05000US18141,23715,-1,9594,-1
769,05000US18143,1732,-1,697,-1
770,05000US18145,3614,-1,1504,-1
771,05000US18147,2575,-1,1127,-1
772,05000US18149,2569,-1,1140,-1
773,05000US18151,3751,-1,1852,-1
774,05000US18153,2617,-1,1030,-1
775,05000US18155,1096,-1,519,-1
776,05000US18157,13997,-1,5284,-1
777,05000US18159,1634,-1,655,-1
778,05000US18161,840,-1,367,-1
779,05000US18163,14475,-1,6181,-1
780,05000US18165,2064,-1,964,-1
781,05000US18167,8950,-1,3588,-1
782,05000US18169,3443,-1,1358,-1
783,05000US18171,1250,-1,550,-1
784,05000US18173,4541,-1,1804,-1
785,05000US18175,2771,-1,1195,-1
786,05000US18177,7066,-1,2984,-1
787,05000US18179,2765,-1,1111,-1
788,05000US18181,3237,-1,1464,-1
789,05000US18183,3155,-1,1306,-1
790,05000US19001,1611,-1,772,-1
791,05000US19003,941,-1,413,-1
792,05000US19005,2001,-1,988,-1
793,05000US19007,2113,-1,1050,-1
794,05000US19009,1330,-1,634,-1
795,05000US19011,4170,-1,1718,-1
796,05000US19013,12466,-1,5230,-1
797,05000US19015,3006,-1,1284,-1
798,05000US19017,3824,-1,1580,-1
799,05000US19019,3365,-1,1391,-1
800,05000US19021,3273,-1,1360,-1
801,05000US19023,3156,-1,1383,-1
802,05000US19025,2124,-1,1023,-1
803,05000US19027,3479,-1,1535,-1
804,05000US19029,2304,-1,1067,-1
805,05000US19031,2963,-1,1264,-1
806,05000US19033,4639,-1,2150,-1
807,05000US19035,1993,-1,900,-1
808,05000US19037,2135,-1,951,-1
809,05000US19039,1123,-1,475,-1
810,05000US19041,2222,-1,1000,-1
811,05000US19043,3659,-1,1725,-1
812,05000US19045,5451,-1,2342,-1
813,05000US19047,2703,-1,1203,-1
814,05000US19049,6464,-1,2619,-1
815,05000US19051,1124,-1,470,-1
816,05000US19053,1648,-1,712,-1
817,05000US19055,2499,-1,1104,-1
818,05000US19057,4085,-1,1829,-1
819,05000US19059,2489,-1,1649,-1
820,05000US19061,10943,-1,4277,-1
821,05000US19063,1556,-1,679,-1
822,05000US19065,3538,-1,1602,-1
823,05000US19067,2330,-1,1019,-1
824,05000US19069,1700,-1,783,-1
825,05000US19071,1777,-1,802,-1
826,05000US19073,1744,-1,809,-1
827,05000US19075,2564,-1,1129,-1
828,05000US19077,2322,-1,1101,-1
829,05000US19079,2298,-1,1101,-1
830,05000US19081,1977,-1,940,-1
831,05000US19083,3009,-1,1362,-1
832,05000US19085,2953,-1,1291,-1
833,05000US19087,2826,-1,1210,-1
834,05000US19089,1429,-1,669,-1
835,05000US19091,1962,-1,921,-1
836,05000US19093,1699,-1,743,-1
837,05000US19095,2282,-1,955,-1
838,05000US19097,3237,-1,1428,-1
839,05000US19099,4863,-1,1998,-1
840,05000US19101,1745,-1,736,-1
841,05000US19103,11169,-1,4437,-1
842,05000US19105,2815,-1,1142,-1
843,05000US19107,2454,-1,1109,-1
844,05000US19109,3161,-1,1470,-1
845,05000US19111,3956,-1,1778,-1
846,05000US19113,18334,-1,7561,-1
847,05000US19115,2128,-1,921,-1
848,05000US19117,1370,-1,609,-1
849,05000US19119,2398,-1,1001,-1
850,05000US19121,1973,-1,795,-1
851,05000US19123,3075,-1,1302,-1
852,05000US19125,3774,-1,1493,-1
853,05000US19127,4907,-1,2039,-1
854,05000US19129,2267,-1,962,-1
855,05000US19131,1634,-1,746,-1
856,05000US19133,1867,-1,921,-1
857,05000US19135,895,-1,404,-1
858,05000US19137,1809,-1,788,-1
859,05000US19139,4190,-1,1706,-1
860,05000US19141,2386,-1,1130,-1
861,05000US19143,1199,-1,541,-1
862,05000US19145,2540,-1,1038,-1
863,05000US19147,1885,-1,880,-1
864,05000US19149,3636,-1,1507,-1
865,05000US19151,1723,-1,851,-1
866,05000US19153,32806,-1,13294,-1
867,05000US19155,10596,-1,4509,-1
868,05000US19157,2735,-1,1124,-1
869,05000US19159,1300,-1,616,-1
870,05000US19161,2441,-1,1170,-1
871,05000US19163,15343,-1,6493,-1
872,05000US19165,2367,-1,1039,-1
873,05000US19167,4649,-1,1649,-1
874,05000US19169,9409,-1,3627,-1
875,05000US19171,3552,-1,1484,-1
876,05000US19173,1747,-1,809,-1
877,05000US19175,1612,-1,745,-1
878,05000US19177,1747,-1,801,-1
879,05000US19179,3803,-1,1631,-1
880,05000US19181,5516,-1,2133,-1
881,05000US19183,2889,-1,1244,-1
882,05000US19185,1489,-1,750,-1
883,05000US19187,4905,-1,2124,-1
884,05000US19189,1684,-1,763,-1
885,05000US19191,3376,-1,1333,-1
886,05000US19193,9801,-1,4078,-1
887,05000US19195,1650,-1,738,-1
888,05000US19197,1838,-1,881,-1
889,05000US20001,1883,-1,849,-1
890,05000US20003,1096,-1,501,-1
891,05000US20005,1831,-1,711,-1
892,05000US20007,1094,-1,554,-1
893,05000US20009,2962,-1,1311,-1
894,05000US20011,1686,-1,787,-1
895,05000US20013,2420,-1,1128,-1
896,05000US20015,6548,-1,2548,-1
897,05000US20017,581,-1,297,-1
898,05000US20019,815,-1,436,-1
899,05000US20021,2098,-1,944,-1
900,05000US20023,586,-1,304,-1
901,05000US20025,548,-1,280,-1
902,05000US20027,1064,-1,480,-1
903,05000US20029,1529,-1,699,-1
904,05000US20031,2001,-1,859,-1
905,05000US20033,449,-1,225,-1
906,05000US20035,4284,-1,1776,-1
907,05000US20037,4286,-1,1867,-1
908,05000US20039,514,-1,268,-1
909,05000US20041,2692,-1,1169,-1
910,05000US20043,1854,-1,818,-1
911,05000US20045,8072,-1,3029,-1
912,05000US20047,790,-1,392,-1
913,05000US20049,791,-1,441,-1
914,05000US20051,2510,-1,1087,-1
915,05000US20053,1238,-1,580,-1
916,05000US20055,3211,-1,1097,-1
917,05000US20057,2716,-1,1033,-1
918,05000US20059,2860,-1,1222,-1
919,05000US20061,2679,-1,1074,-1
920,05000US20063,1023,-1,475,-1
921,05000US20065,587,-1,313,-1
922,05000US20067,525,-1,183,-1
923,05000US20069,1340,-1,556,-1
924,05000US20071,282,-1,140,-1
925,05000US20073,1292,-1,771,-1
926,05000US20075,395,-1,191,-1
927,05000US20077,1212,-1,580,-1
928,05000US20079,3357,-1,1368,-1
929,05000US20081,823,-1,349,-1
930,05000US20083,544,-1,259,-1
931,05000US20085,2447,-1,1015,-1
932,05000US20087,2758,-1,1144,-1
933,05000US20089,824,-1,492,-1
934,05000US20091,43276,-1,17366,-1
935,05000US20093,525,-1,210,-1
936,05000US20095,1286,-1,598,-1
937,05000US20097,715,-1,339,-1
938,05000US20099,2888,-1,1298,-1
939,05000US20101,430,-1,222,-1
940,05000US20103,6328,-1,2225,-1
941,05000US20105,891,-1,461,-1
942,05000US20107,1507,-1,750,-1
943,05000US20109,526,-1,250,-1
944,05000US20111,3351,-1,1436,-1
945,05000US20113,3640,-1,1503,-1
946,05000US20115,2572,-1,1159,-1
947,05000US20117,2120,-1,969,-1
948,05000US20119,1022,-1,435,-1
949,05000US20121,2718,-1,1048,-1
950,05000US20123,939,-1,473,-1
951,05000US20125,3773,-1,1745,-1
952,05000US20127,1055,-1,531,-1
953,05000US20129,462,-1,224,-1
954,05000US20131,1968,-1,835,-1
955,05000US20133,2043,-1,883,-1
956,05000US20135,783,-1,438,-1
957,05000US20137,778,-1,311,-1
958,05000US20139,3082,-1,1340,-1
959,05000US20141,1067,-1,545,-1
960,05000US20143,1345,-1,574,-1
961,05000US20145,804,-1,321,-1
962,05000US20147,1249,-1,641,-1
963,05000US20149,2791,-1,1122,-1
964,05000US20151,1326,-1,597,-1
965,05000US20153,688,-1,348,-1
966,05000US20155,6715,-1,2838,-1
967,05000US20157,1265,-1,681,-1
968,05000US20159,1818,-1,784,-1
969,05000US20161,6045,-1,2129,-1
970,05000US20163,1173,-1,582,-1
971,05000US20165,938,-1,495,-1
972,05000US20167,964,-1,506,-1
973,05000US20169,4748,-1,2020,-1
974,05000US20171,280,-1,111,-1
975,05000US20173,39524,-1,16637,-1
976,05000US20175,1854,-1,631,-1
977,05000US20177,14439,-1,6190,-1
978,05000US20179,501,-1,245,-1
979,05000US20181,494,-1,227,-1
980,05000US20183,830,-1,479,-1
981,05000US20185,1215,-1,575,-1
982,05000US20187,404,-1,169,-1
983,05000US20189,610,-1,244,-1
984,05000US20191,3543,-1,1573,-1
985,05000US20193,874,-1,352,-1
986,05000US20195,422,-1,230,-1
987,05000US20197,1573,-1,692,-1
988,05000US20199,415,-1,210,-1
989,05000US20201,1783,-1,851,-1
990,05000US20203,399,-1,168,-1
991,05000US20205,1647,-1,757,-1
992,05000US20207,780,-1,418,-1
993,05000US20209,13277,-1,5755,-1
994,05000US21001,1726,-1,743,-1
995,05000US21003,1745,-1,754,-1
996,05000US21005,1574,-1,642,-1
997,05000US21007,1270,-1,587,-1
998,05000US21009,3519,-1,1443,-1
999,05000US21011,1169,-1,554,-1
1000,05000US21013,2281,-1,994,-1
1001,05000US21015,7739,-1,2882,-1
1002,05000US21017,1902,-1,812,-1
1003,05000US21019,4101,-1,1777,-1
1004,05000US21021,2880,-1,1133,-1
1005,05000US21023,1105,-1,517,-1
1006,05000US21025,1550,-1,712,-1
1007,05000US21027,2112,-1,1079,-1
1008,05000US21029,6194,-1,2489,-1
1009,05000US21031,1196,-1,546,-1
1010,05000US21033,988,-1,445,-1
1011,05000US21035,3131,-1,1339,-1
1012,05000US21037,8224,-1,3418,-1
1013,05000US21039,814,-1,383,-1
1014,05000US21041,1189,-1,452,-1
1015,05000US21043,2372,-1,1044,-1
1016,05000US21045,1374,-1,629,-1
1017,05000US21047,6275,-1,2247,-1
1018,05000US21049,2849,-1,1169,-1
1019,05000US21051,1654,-1,730,-1
1020,05000US21053,770,-1,393,-1
1021,05000US21055,995,-1,445,-1
1022,05000US21057,688,-1,369,-1
1023,05000US21059,7841,-1,3234,-1
1024,05000US21061,1005,-1,521,-1
1025,05000US21063,675,-1,297,-1
1026,05000US21065,1227,-1,574,-1
1027,05000US21067,22113,-1,9468,-1
1028,05000US21069,1283,-1,593,-1
1029,05000US21071,2892,-1,1309,-1
1030,05000US21073,3444,-1,1444,-1
1031,05000US21075,795,-1,364,-1
1032,05000US21077,841,-1,400,-1
1033,05000US21079,1314,-1,567,-1
1034,05000US21081,1945,-1,764,-1
1035,05000US21083,3151,-1,1331,-1
1036,05000US21085,2282,-1,1161,-1
1037,05000US21087,1251,-1,576,-1
1038,05000US21089,4037,-1,1797,-1
1039,05000US21091,1295,-1,539,-1
1040,05000US21093,7583,-1,2967,-1
1041,05000US21095,3028,-1,1441,-1
1042,05000US21097,1477,-1,629,-1
1043,05000US21099,2019,-1,919,-1
1044,05000US21101,3690,-1,1579,-1
1045,05000US21103,1988,-1,834,-1
1046,05000US21105,566,-1,271,-1
1047,05000US21107,4718,-1,2094,-1
1048,05000US21109,852,-1,390,-1
1049,05000US21111,66533,-1,29355,-1
1050,05000US21113,3713,-1,1340,-1
1051,05000US21115,1650,-1,712,-1
1052,05000US21117,12642,-1,5519,-1
1053,05000US21119,1563,-1,705,-1
1054,05000US21121,2031,-1,920,-1
1055,05000US21123,1307,-1,562,-1
1056,05000US21125,4365,-1,1809,-1
1057,05000US21127,1364,-1,670,-1
1058,05000US21129,861,-1,365,-1
1059,05000US21131,786,-1,384,-1
1060,05000US21133,1999,-1,944,-1
1061,05000US21135,1058,-1,539,-1
1062,05000US21137,1861,-1,806,-1
1063,05000US21139,1076,-1,545,-1
1064,05000US21141,2432,-1,1083,-1
1065,05000US21143,1235,-1,539,-1
1066,05000US21145,4598,-1,2130,-1
1067,05000US21147,1163,-1,463,-1
1068,05000US21149,1372,-1,625,-1
1069,05000US21151,6137,-1,2371,-1
1070,05000US21153,1105,-1,524,-1
1071,05000US21155,2151,-1,834,-1
1072,05000US21157,2185,-1,1018,-1
1073,05000US21159,1090,-1,410,-1
1074,05000US21161,1700,-1,769,-1
1075,05000US21163,2200,-1,931,-1
1076,05000US21165,627,-1,367,-1
1077,05000US21167,1943,-1,883,-1
1078,05000US21169,1055,-1,483,-1
1079,05000US21171,1164,-1,559,-1
1080,05000US21173,2106,-1,925,-1
1081,05000US21175,1673,-1,674,-1
1082,05000US21177,2975,-1,1265,-1
1083,05000US21179,3295,-1,1340,-1
1084,05000US21181,741,-1,325,-1
1085,05000US21183,2541,-1,1102,-1
1086,05000US21185,6731,-1,2160,-1
1087,05000US21187,955,-1,471,-1
1088,05000US21189,410,-1,198,-1
1089,05000US21191,1167,-1,534,-1
1090,05000US21193,2006,-1,886,-1
1091,05000US21195,5547,-1,2484,-1
1092,05000US21197,987,-1,427,-1
1093,05000US21199,4805,-1,2204,-1
1094,05000US21201,298,-1,147,-1
1095,05000US21203,1575,-1,692,-1
1096,05000US21205,1816,-1,616,-1
1097,05000US21207,1649,-1,903,-1
1098,05000US21209,3823,-1,1430,-1
1099,05000US21211,3128,-1,1155,-1
1100,05000US21213,1344,-1,563,-1
1101,05000US21215,1392,-1,526,-1
1102,05000US21217,1797,-1,724,-1
1103,05000US21219,1416,-1,594,-1
1104,05000US21221,1058,-1,529,-1
1105,05000US21223,798,-1,365,-1
1106,05000US21225,1699,-1,584,-1
1107,05000US21227,8275,-1,3236,-1
1108,05000US21229,1335,-1,566,-1
1109,05000US21231,1303,-1,657,-1
1110,05000US21233,1699,-1,720,-1
1111,05000US21235,2536,-1,995,-1
1112,05000US21237,600,-1,315,-1
1113,05000US21239,2096,-1,914,-1
1114,05000US22001,4116,-1,1683,-1
1115,05000US22003,2635,-1,982,-1
1116,05000US22005,6020,-1,2313,-1
1117,05000US22007,1663,-1,697,-1
1118,05000US22009,3755,-1,1470,-1
1119,05000US22011,5004,-1,2127,-1
1120,05000US22013,1798,-1,944,-1
1121,05000US22015,7232,-1,2978,-1
1122,05000US22017,16997,-1,7620,-1
1123,05000US22019,13288,-1,5552,-1
1124,05000US22021,969,-1,456,-1
1125,05000US22023,519,-1,237,-1
1126,05000US22025,1097,-1,486,-1
1127,05000US22027,1769,-1,759,-1
1128,05000US22029,1705,-1,697,-1
1129,05000US22031,2629,-1,1219,-1
1130,05000US22033,26825,-1,11433,-1
1131,05000US22035,699,-1,254,-1
1132,05000US22037,2121,-1,811,-1
1133,05000US22039,2999,-1,1195,-1
1134,05000US22041,2041,-1,849,-1
1135,05000US22043,2197,-1,946,-1
1136,05000US22045,4787,-1,1892,-1
1137,05000US22047,3258,-1,1091,-1
1138,05000US22049,1729,-1,793,-1
1139,05000US22051,31164,-1,14034,-1
1140,05000US22053,2587,-1,1099,-1
1141,05000US22055,13261,-1,5516,-1
1142,05000US22057,7180,-1,2906,-1
1143,05000US22059,1435,-1,603,-1
1144,05000US22061,3809,-1,1490,-1
1145,05000US22063,7296,-1,2937,-1
1146,05000US22065,1322,-1,531,-1
1147,05000US22067,2237,-1,1031,-1
1148,05000US22069,5956,-1,2860,-1
1149,05000US22071,31155,-1,16121,-1
1150,05000US22073,11245,-1,4566,-1
1151,05000US22075,1542,-1,608,-1
1152,05000US22077,1964,-1,929,-1
1153,05000US22079,9877,-1,4334,-1
1154,05000US22081,1011,-1,475,-1
1155,05000US22083,1898,-1,734,-1
1156,05000US22085,3447,-1,1908,-1
1157,05000US22087,3528,-1,1506,-1
1158,05000US22089,3725,-1,1398,-1
1159,05000US22091,741,-1,356,-1
1160,05000US22093,1871,-1,704,-1
1161,05000US22095,2854,-1,1123,-1
1162,05000US22097,6889,-1,3037,-1
1163,05000US22099,3240,-1,1361,-1
1164,05000US22101,4612,-1,1895,-1
1165,05000US22103,14902,-1,6001,-1
1166,05000US22105,7330,-1,2927,-1
1167,05000US22107,699,-1,415,-1
1168,05000US22109,6624,-1,2557,-1
1169,05000US22111,1972,-1,1018,-1
1170,05000US22113,4164,-1,1789,-1
1171,05000US22115,8419,-1,3691,-1
1172,05000US22117,3272,-1,1363,-1
1173,05000US22119,3980,-1,1809,-1
1174,05000US22121,1720,-1,694,-1
1175,05000US22123,1461,-1,656,-1
1176,05000US22125,1488,-1,404,-1
1177,05000US22127,1604,-1,618,-1
1178,05000US23001,9233,-1,3916,-1
1179,05000US23003,13234,-1,7182,-1
1180,05000US23005,22920,-1,10571,-1
1181,05000US23007,4350,-1,3428,-1
1182,05000US23009,8326,-1,6010,-1
1183,05000US23011,11840,-1,5631,-1
1184,05000US23013,4998,-1,2937,-1
1185,05000US23015,4747,-1,2952,-1
1186,05000US23017,8223,-1,5487,-1
1187,05000US23019,18323,-1,8924,-1
1188,05000US23021,3307,-1,2983,-1
1189,05000US23023,3793,-1,1926,-1
1190,05000US23025,6902,-1,4294,-1
1191,05000US23027,6909,-1,3677,-1
1192,05000US23029,8173,-1,5363,-1
1193,05000US23031,15572,-1,7628,-1
1194,05000US24001,7260,-1,3101,-1
1195,05000US24003,36366,-1,13729,-1
1196,05000US24005,60825,-1,24919,-1
1197,05000US24009,6486,-1,2442,-1
1198,05000US24011,3474,-1,1392,-1
1199,05000US24013,13674,-1,4971,-1
1200,05000US24015,7003,-1,2860,-1
1201,05000US24017,10121,-1,3803,-1
1202,05000US24019,3360,-1,1648,-1
1203,05000US24021,18825,-1,7015,-1
1204,05000US24023,3537,-1,1765,-1
1205,05000US24025,17512,-1,6877,-1
1206,05000US24027,19669,-1,7226,-1
1207,05000US24029,2058,-1,996,-1
1208,05000US24031,74743,-1,28672,-1
1209,05000US24033,62836,-1,24251,-1
1210,05000US24035,3977,-1,1678,-1
1211,05000US24037,6864,-1,2549,-1
1212,05000US24039,2602,-1,863,-1
1213,05000US24041,3502,-1,1763,-1
1214,05000US24043,12331,-1,4765,-1
1215,05000US24045,7097,-1,2912,-1
1216,05000US24047,3677,-1,2818,-1
1217,05000US24510,43320,-1,20996,-1
1218,05000US25001,15858,-1,9750,-1
1219,05000US25003,13741,-1,6908,-1
1220,05000US25005,39596,-1,16045,-1
1221,05000US25007,1162,-1,1362,-1
1222,05000US25009,54621,-1,21753,-1
1223,05000US25011,10091,-1,4657,-1
1224,05000US25013,34770,-1,14004,-1
1225,05000US25015,14678,-1,5200,-1
1226,05000US25017,113081,-1,43316,-1
1227,05000US25019,997,-1,840,-1
1228,05000US25021,49486,-1,18579,-1
1229,05000US25023,36151,-1,13705,-1
1230,05000US25025,51687,-1,21674,-1
1231,05000US25027,60319,-1,23507,-1
1232,05000US26001,3135,-1,2423,-1
1233,05000US26003,1815,-1,1194,-1
1234,05000US26005,12278,-1,5136,-1
1235,05000US26007,4260,-1,2132,-1
1236,05000US26009,4907,-1,2924,-1
1237,05000US26011,4346,-1,2321,-1
1238,05000US26013,1940,-1,1085,-1
1239,05000US26015,6621,-1,2723,-1
1240,05000US26017,10572,-1,4556,-1
1241,05000US26019,3767,-1,2302,-1
1242,05000US26021,17270,-1,8281,-1
1243,05000US26023,7413,-1,3164,-1
1244,05000US26025,15022,-1,6537,-1
1245,05000US26027,6261,-1,3009,-1
1246,05000US26029,5396,-1,3155,-1
1247,05000US26031,5256,-1,3140,-1
1248,05000US26033,6648,-1,3481,-1
1249,05000US26035,5458,-1,3333,-1
1250,05000US26037,9513,-1,3749,-1
1251,05000US26039,2302,-1,1512,-1
1252,05000US26041,5412,-1,2880,-1
1253,05000US26043,3138,-1,1640,-1
1254,05000US26045,11886,-1,4928,-1
1255,05000US26047,5862,-1,3303,-1
1256,05000US26049,34686,-1,15325,-1
1257,05000US26051,5618,-1,3119,-1
1258,05000US26053,2852,-1,1696,-1
1259,05000US26055,7399,-1,3302,-1
1260,05000US26057,8070,-1,2930,-1
1261,05000US26059,8812,-1,3771,-1
1262,05000US26061,6060,-1,2941,-1
1263,05000US26063,8996,-1,4883,-1
1264,05000US26065,25613,-1,10494,-1
1265,05000US26067,9546,-1,3514,-1
1266,05000US26069,4260,-1,2728,-1
1267,05000US26071,2681,-1,1913,-1
1268,05000US26073,11542,-1,4722,-1
1269,05000US26075,15071,-1,5964,-1
1270,05000US26077,22269,-1,9140,-1
1271,05000US26079,3575,-1,2282,-1
1272,05000US26081,47532,-1,18510,-1
1273,05000US26083,636,-1,662,-1
1274,05000US26085,2717,-1,3300,-1
1275,05000US26087,10375,-1,4030,-1
1276,05000US26089,3994,-1,2454,-1
1277,05000US26091,13074,-1,5228,-1
1278,05000US26093,17943,-1,6843,-1
1279,05000US26095,1473,-1,760,-1
1280,05000US26097,2400,-1,1964,-1
1281,05000US26099,67589,-1,28134,-1
1282,05000US26101,5331,-1,2867,-1
1283,05000US26103,8901,-1,4640,-1
1284,05000US26105,5510,-1,2892,-1
1285,05000US26107,7015,-1,3148,-1
1286,05000US26109,5005,-1,2677,-1
1287,05000US26111,10108,-1,4114,-1
1288,05000US26113,4009,-1,2128,-1
1289,05000US26115,14360,-1,5804,-1
1290,05000US26117,9808,-1,4133,-1
1291,05000US26119,1909,-1,1510,-1
1292,05000US26121,17615,-1,7101,-1
1293,05000US26123,9044,-1,4378,-1
1294,05000US26125,105111,-1,43938,-1
1295,05000US26127,6032,-1,3215,-1
1296,05000US26129,4592,-1,2857,-1
1297,05000US26131,1866,-1,1380,-1
1298,05000US26133,6091,-1,3197,-1
1299,05000US26135,1776,-1,1443,-1
1300,05000US26137,3481,-1,1818,-1
1301,05000US26139,21033,-1,7549,-1
1302,05000US26141,3925,-1,2441,-1
1303,05000US26143,3210,-1,2506,-1
1304,05000US26145,21169,-1,8856,-1
1305,05000US26147,17059,-1,7136,-1
1306,05000US26149,8522,-1,3724,-1
1307,05000US26151,9891,-1,4784,-1
1308,05000US26153,1732,-1,1219,-1
1309,05000US26155,9327,-1,3868,-1
1310,05000US26157,9666,-1,4212,-1
1311,05000US26159,9312,-1,4191,-1
1312,05000US26161,31835,-1,12929,-1
1313,05000US26163,142862,-1,65576,-1
1314,05000US26165,5590,-1,2822,-1
1315,05000US27001,4941,-1,3919,-1
1316,05000US27003,29486,-1,11193,-1
1317,05000US27005,8882,-1,4602,-1
1318,05000US27007,7780,-1,3710,-1
1319,05000US27009,5920,-1,2279,-1
1320,05000US27011,1661,-1,905,-1
1321,05000US27013,10750,-1,4381,-1
1322,05000US27015,5203,-1,2189,-1
1323,05000US27017,7189,-1,3198,-1
1324,05000US27019,10736,-1,3931,-1
1325,05000US27021,9462,-1,6494,-1
1326,05000US27023,3124,-1,1360,-1
1327,05000US27025,7549,-1,2855,-1
1328,05000US27027,9288,-1,3536,-1
1329,05000US27029,3435,-1,1694,-1
1330,05000US27031,1054,-1,748,-1
1331,05000US27033,3092,-1,1353,-1
1332,05000US27035,11277,-1,6670,-1
1333,05000US27037,36768,-1,14454,-1
1334,05000US27039,4664,-1,1816,-1
1335,05000US27041,6969,-1,3487,-1
1336,05000US27043,4603,-1,2119,-1
1337,05000US27045,6910,-1,3091,-1
1338,05000US27047,7346,-1,3198,-1
1339,05000US27049,8815,-1,3571,-1
1340,05000US27051,2297,-1,1152,-1
1341,05000US27053,98511,-1,41883,-1
1342,05000US27055,5236,-1,2227,-1
1343,05000US27057,5793,-1,3546,-1
1344,05000US27059,5907,-1,2344,-1
1345,05000US27061,9229,-1,5136,-1
1346,05000US27063,3304,-1,1474,-1
1347,05000US27065,4330,-1,2059,-1
1348,05000US27067,9380,-1,4074,-1
1349,05000US27069,1710,-1,937,-1
1350,05000US27071,1778,-1,1004,-1
1351,05000US27073,2982,-1,1403,-1
1352,05000US27075,1733,-1,1075,-1
1353,05000US27077,517,-1,403,-1
1354,05000US27079,6260,-1,2712,-1
1355,05000US27081,2351,-1,1127,-1
1356,05000US27083,5732,-1,2375,-1
1357,05000US27085,6515,-1,2652,-1
1358,05000US27087,2019,-1,1131,-1
1359,05000US27089,3849,-1,1877,-1
1360,05000US27091,5013,-1,2274,-1
1361,05000US27093,6465,-1,2808,-1
1362,05000US27095,6036,-1,2886,-1
1363,05000US27097,9824,-1,4178,-1
1364,05000US27099,7769,-1,3253,-1
1365,05000US27101,3495,-1,1663,-1
1366,05000US27103,5507,-1,2064,-1
1367,05000US27105,4982,-1,2096,-1
1368,05000US27107,2648,-1,1269,-1
1369,05000US27109,16482,-1,6630,-1
1370,05000US27111,16172,-1,8826,-1
1371,05000US27113,2900,-1,1250,-1
1372,05000US27115,7555,-1,4036,-1
1373,05000US27117,2789,-1,1187,-1
1374,05000US27119,7962,-1,3599,-1
1375,05000US27121,3842,-1,1894,-1
1376,05000US27123,43101,-1,17486,-1
1377,05000US27125,1606,-1,757,-1
1378,05000US27127,5209,-1,2262,-1
1379,05000US27129,5303,-1,2380,-1
1380,05000US27131,9384,-1,3358,-1
1381,05000US27133,2713,-1,1135,-1
1382,05000US27135,4525,-1,2029,-1
1383,05000US27137,30259,-1,14863,-1
1384,05000US27139,12449,-1,4490,-1
1385,05000US27141,7452,-1,2647,-1
1386,05000US27143,4708,-1,1996,-1
1387,05000US27145,22642,-1,8773,-1
1388,05000US27147,5694,-1,2348,-1
1389,05000US27149,2489,-1,1028,-1
1390,05000US27151,3285,-1,1461,-1
1391,05000US27153,7810,-1,3561,-1
1392,05000US27155,1232,-1,660,-1
1393,05000US27157,5186,-1,2252,-1
1394,05000US27159,3694,-1,1714,-1
1395,05000US27161,3994,-1,1618,-1
1396,05000US27163,22621,-1,8732,-1
1397,05000US27165,2595,-1,1186,-1
1398,05000US27167,1737,-1,762,-1
1399,05000US27169,8659,-1,3449,-1
1400,05000US27171,14513,-1,5553,-1
1401,05000US27173,3779,-1,1612,-1
1402,05000US28001,2331,-1,1087,-1
1403,05000US28003,2670,-1,1239,-1
1404,05000US28005,960,-1,506,-1
1405,05000US28007,1622,-1,774,-1
1406,05000US28009,718,-1,380,-1
1407,05000US28011,3773,-1,1582,-1
1408,05000US28013,1840,-1,880,-1
1409,05000US28015,692,-1,366,-1
1410,05000US28017,1558,-1,686,-1
1411,05000US28019,969,-1,453,-1
