OBJECTID,GEOID,B00001e1,B00001m1,B00002e1,B00002m1
78,05000US02110,3434,-1,1432,-1
79,05000US02122,7441,-1,4356,-1
80,05000US02130,1916,-1,854,-1
81,05000US02150,1340,-1,568,-1
82,05000US02164,753,-1,695,-1
83,05000US02170,11672,-1,5446,-1
84,05000US02180,3718,-1,1259,-1
85,05000US02185,2234,-1,645,-1
86,05000US02188,3030,-1,900,-1
87,05000US02195,1123,-1,628,-1
88,05000US02198,1593,-1,804,-1
89,05000US02220,1215,-1,529,-1
90,05000US02230,332,-1,223,-1
91,05000US02240,1116,-1,753,-1
92,05000US02261,1263,-1,1116,-1
93,05000US02270,3882,-1,983,-1
94,05000US02275,515,-1,303,-1
95,05000US02282,279,-1,180,-1
96,05000US02290,2375,-1,1755,-1
97,05000US04001,10172,-1,5984,-1
98,05000US04003,10011,-1,4299,-1
99,05000US04005,11445,-1,5271,-1
100,05000US04007,3534,-1,2061,-1
101,05000US04009,3401,-1,1165,-1
102,05000US04011,1031,-1,469,-1
103,05000US04012,1933,-1,1183,-1
104,05000US04013,247575,-1,103523,-1
105,05000US04015,12187,-1,6152,-1
106,05000US04017,10771,-1,5349,-1
107,05000US04019,68225,-1,29788,-1
108,05000US04021,22289,-1,8517,-1
109,05000US04023,2929,-1,1221,-1
110,05000US04025,12024,-1,6172,-1
111,05000US04027,13114,-1,5290,-1
112,05000US05001,1996,-1,989,-1
113,05000US05003,2047,-1,934,-1
114,05000US05005,3538,-1,1842,-1
115,05000US05007,15692,-1,6343,-1
116,05000US05009,3426,-1,1538,-1
117,05000US05011,1106,-1,536,-1
118,05000US05013,651,-1,365,-1
119,05000US05015,2229,-1,1056,-1
120,05000US05017,1193,-1,529,-1
121,05000US05019,2290,-1,905,-1
122,05000US05021,2066,-1,1016,-1
123,05000US05023,2263,-1,1315,-1
124,05000US05025,1017,-1,477,-1
125,05000US05027,2107,-1,892,-1
126,05000US05029,2232,-1,1034,-1
127,05000US05031,7330,-1,2996,-1
128,05000US05033,4415,-1,1820,-1
129,05000US05035,4424,-1,1912,-1
130,05000US05037,1638,-1,727,-1
131,05000US05039,824,-1,438,-1
132,05000US05041,1302,-1,651,-1
133,05000US05043,1521,-1,637,-1
134,05000US05045,9093,-1,3531,-1
135,05000US05047,1571,-1,677,-1
136,05000US05049,1216,-1,607,-1
137,05000US05051,6161,-1,3012,-1
138,05000US05053,1782,-1,756,-1
139,05000US05055,3329,-1,1378,-1
140,05000US05057,1842,-1,907,-1
141,05000US05059,2995,-1,1290,-1
142,05000US05061,1333,-1,612,-1
143,05000US05063,3083,-1,1325,-1
144,05000US05065,1598,-1,843,-1
145,05000US05067,2456,-1,962,-1
146,05000US05069,6436,-1,2655,-1
147,05000US05071,2389,-1,1046,-1
148,05000US05073,951,-1,578,-1
149,05000US05075,2372,-1,1080,-1
150,05000US05077,1143,-1,483,-1
151,05000US05079,1518,-1,500,-1
152,05000US05081,1205,-1,594,-1
153,05000US05083,2435,-1,1096,-1
154,05000US05085,5256,-1,2115,-1
155,05000US05087,1310,-1,624,-1
156,05000US05089,1578,-1,842,-1
157,05000US05091,3212,-1,1373,-1
158,05000US05093,4153,-1,1874,-1
159,05000US05095,1018,-1,553,-1
160,05000US05097,1110,-1,597,-1
161,05000US05099,930,-1,470,-1
162,05000US05101,987,-1,541,-1
163,05000US05103,2302,-1,1111,-1
164,05000US05105,1189,-1,563,-1
165,05000US05107,1808,-1,854,-1
166,05000US05109,1462,-1,758,-1
167,05000US05111,2552,-1,1181,-1
168,05000US05113,2028,-1,967,-1
169,05000US05115,4878,-1,1941,-1
170,05000US05117,1278,-1,629,-1
171,05000US05119,23532,-1,11007,-1
172,05000US05121,1699,-1,771,-1
173,05000US05123,2558,-1,1033,-1
174,05000US05125,7703,-1,3200,-1
175,05000US05127,1024,-1,455,-1
176,05000US05129,905,-1,541,-1
177,05000US05131,8688,-1,3778,-1
178,05000US05133,1499,-1,667,-1
179,05000US05135,1982,-1,1078,-1
180,05000US05137,848,-1,447,-1
181,05000US05139,3801,-1,1792,-1
182,05000US05141,1590,-1,891,-1
183,05000US05143,13945,-1,5517,-1
184,05000US05145,6306,-1,2585,-1
185,05000US05147,974,-1,530,-1
186,05000US05149,1937,-1,946,-1
187,05000US06001,111220,-1,42654,-1
188,05000US06003,242,-1,319,-1
189,05000US06005,3076,-1,1189,-1
190,05000US06007,16614,-1,7067,-1
191,05000US06009,2508,-1,1496,-1
192,05000US06011,1901,-1,774,-1
193,05000US06013,68075,-1,25973,-1
194,05000US06015,2494,-1,852,-1
195,05000US06017,11781,-1,5829,-1
196,05000US06019,64276,-1,22228,-1
197,05000US06021,2627,-1,1047,-1
198,05000US06023,11153,-1,5259,-1
199,05000US06025,12623,-1,3883,-1
200,05000US06027,2230,-1,1148,-1
201,05000US06029,57316,-1,18669,-1
202,05000US06031,13009,-1,3345,-1
203,05000US06033,3882,-1,1942,-1
204,05000US06035,4254,-1,1265,-1
205,05000US06037,712695,-1,251851,-1
206,05000US06039,10150,-1,3101,-1
207,05000US06041,17740,-1,7479,-1
208,05000US06043,1199,-1,618,-1
209,05000US06045,6504,-1,2967,-1
210,05000US06047,17756,-1,6031,-1
211,05000US06049,902,-1,479,-1
212,05000US06051,725,-1,626,-1
213,05000US06053,31021,-1,10344,-1
214,05000US06055,10847,-1,4367,-1
215,05000US06057,6679,-1,3334,-1
216,05000US06059,214423,-1,75053,-1
217,05000US06061,24016,-1,10668,-1
218,05000US06063,1472,-1,1042,-1
219,05000US06065,151676,-1,58328,-1
220,05000US06067,99544,-1,38675,-1
221,05000US06069,4631,-1,1653,-1
222,05000US06071,120467,-1,42199,-1
223,05000US06073,213144,-1,79895,-1
224,05000US06075,52579,-1,23782,-1
225,05000US06077,46800,-1,16202,-1
226,05000US06079,18601,-1,7476,-1
227,05000US06081,52357,-1,19936,-1
228,05000US06083,31041,-1,11359,-1
229,05000US06085,131513,-1,46203,-1
230,05000US06087,19054,-1,7358,-1
231,05000US06089,13876,-1,6023,-1
232,05000US06091,272,-1,181,-1
233,05000US06093,6184,-1,3207,-1
234,05000US06095,29296,-1,10735,-1
235,05000US06097,34142,-1,14723,-1
236,05000US06099,35257,-1,12406,-1
237,05000US06101,7543,-1,2784,-1
238,05000US06103,5251,-1,2354,-1
239,05000US06105,1301,-1,956,-1
240,05000US06107,34564,-1,11337,-1
241,05000US06109,3825,-1,1788,-1
242,05000US06111,59324,-1,20798,-1
243,05000US06113,13885,-1,5139,-1
244,05000US06115,5094,-1,1871,-1
245,05000US08001,29335,-1,11097,-1
246,05000US08003,1370,-1,528,-1
247,05000US08005,44531,-1,18198,-1
248,05000US08007,1141,-1,749,-1
249,05000US08009,953,-1,538,-1
250,05000US08011,961,-1,324,-1
251,05000US08013,23256,-1,9581,-1
252,05000US08014,4250,-1,1737,-1
253,05000US08015,1656,-1,779,-1
254,05000US08017,513,-1,255,-1
255,05000US08019,855,-1,541,-1
256,05000US08021,1532,-1,716,-1
257,05000US08023,403,-1,345,-1
258,05000US08025,903,-1,321,-1
259,05000US08027,454,-1,336,-1
260,05000US08029,2898,-1,1244,-1
261,05000US08031,42105,-1,19541,-1
262,05000US08033,304,-1,247,-1
263,05000US08035,20449,-1,7601,-1
264,05000US08037,2467,-1,1580,-1
265,05000US08039,2515,-1,1033,-1
266,05000US08041,44734,-1,17591,-1
267,05000US08043,4780,-1,1663,-1
268,05000US08045,3592,-1,1438,-1
269,05000US08047,381,-1,222,-1
270,05000US08049,1128,-1,1169,-1
271,05000US08051,1408,-1,1005,-1
272,05000US08053,187,-1,303,-1
273,05000US08055,679,-1,497,-1
274,05000US08057,309,-1,220,-1
275,05000US08059,44258,-1,18520,-1
276,05000US08061,466,-1,230,-1
277,05000US08063,1372,-1,628,-1
278,05000US08065,421,-1,217,-1
279,05000US08067,5522,-1,2486,-1
280,05000US08069,21740,-1,9186,-1
281,05000US08071,2099,-1,1135,-1
282,05000US08073,1136,-1,480,-1
283,05000US08075,2331,-1,984,-1
284,05000US08077,10010,-1,4277,-1
285,05000US08079,203,-1,250,-1
286,05000US08081,1188,-1,536,-1
287,05000US08083,2203,-1,1028,-1
288,05000US08085,3048,-1,1381,-1
289,05000US08087,2807,-1,1126,-1
290,05000US08089,2254,-1,1019,-1
291,05000US08091,660,-1,411,-1
292,05000US08093,1157,-1,819,-1
293,05000US08095,785,-1,348,-1
294,05000US08097,981,-1,657,-1
295,05000US08099,1580,-1,727,-1
296,05000US08101,12998,-1,5590,-1
297,05000US08103,861,-1,356,-1
298,05000US08105,1324,-1,716,-1
299,05000US08107,2100,-1,1183,-1
300,05000US08109,905,-1,550,-1
301,05000US08111,118,-1,135,-1
302,05000US08113,837,-1,731,-1
303,05000US08115,709,-1,371,-1
304,05000US08117,1404,-1,1456,-1
305,05000US08119,1761,-1,921,-1
306,05000US08121,1256,-1,580,-1
307,05000US08123,20318,-1,7752,-1
308,05000US08125,1062,-1,488,-1
309,05000US09001,70624,-1,27281,-1
310,05000US09003,69916,-1,28200,-1
311,05000US09005,16853,-1,7571,-1
312,05000US09007,12513,-1,5181,-1
313,05000US09009,61559,-1,24973,-1
314,05000US09011,22827,-1,9295,-1
315,05000US09013,12010,-1,4043,-1
316,05000US09015,9562,-1,3727,-1
317,05000US10001,13076,-1,5207,-1
318,05000US10003,42429,-1,16545,-1
319,05000US10005,20252,-1,12262,-1
320,05000US11001,45645,-1,21185,-1
321,05000US12001,16265,-1,6876,-1
322,05000US12003,1832,-1,566,-1
323,05000US12005,10898,-1,5740,-1
324,05000US12007,2382,-1,749,-1
325,05000US12009,33505,-1,16085,-1
326,05000US12011,100602,-1,45924,-1
327,05000US12013,1455,-1,505,-1
328,05000US12015,9901,-1,5403,-1
329,05000US12017,8022,-1,4116,-1
330,05000US12019,10268,-1,4150,-1
331,05000US12021,18239,-1,10586,-1
332,05000US12023,4062,-1,1591,-1
333,05000US12027,2513,-1,922,-1
334,05000US12029,1101,-1,616,-1
335,05000US12031,50711,-1,22895,-1
336,05000US12033,19691,-1,8585,-1
337,05000US12035,5179,-1,2609,-1
338,05000US12037,1249,-1,647,-1
339,05000US12039,3517,-1,1414,-1
340,05000US12041,1600,-1,610,-1
341,05000US12043,978,-1,518,-1
342,05000US12045,1525,-1,640,-1
343,05000US12047,1725,-1,537,-1
344,05000US12049,1991,-1,676,-1
345,05000US12051,2089,-1,762,-1
346,05000US12053,11029,-1,5231,-1
347,05000US12055,6062,-1,3215,-1
348,05000US12057,81184,-1,34926,-1
349,05000US12059,1807,-1,746,-1
350,05000US12061,8465,-1,4459,-1
351,05000US12063,5019,-1,1866,-1
352,05000US12065,1309,-1,482,-1
353,05000US12067,780,-1,262,-1
354,05000US12069,17088,-1,8006,-1
355,05000US12071,39026,-1,21643,-1
356,05000US12073,17522,-1,7413,-1
357,05000US12075,3272,-1,1679,-1
358,05000US12077,939,-1,324,-1
359,05000US12079,1800,-1,694,-1
360,05000US12081,20484,-1,10571,-1
361,05000US12083,18819,-1,8711,-1
362,05000US12085,9692,-1,4889,-1
363,05000US12086,140799,-1,56620,-1
364,05000US12087,5245,-1,3622,-1
365,05000US12089,4445,-1,2043,-1
366,05000US12091,12564,-1,5796,-1
367,05000US12093,2475,-1,1077,-1
368,05000US12095,65384,-1,27739,-1
369,05000US12097,13010,-1,5723,-1
370,05000US12099,88042,-1,43386,-1
371,05000US12101,30852,-1,14704,-1
372,05000US12103,63338,-1,32844,-1
373,05000US12105,40062,-1,17958,-1
374,05000US12107,4946,-1,2469,-1
375,05000US12109,11272,-1,5003,-1
376,05000US12111,13830,-1,6749,-1
377,05000US12113,9413,-1,3697,-1
378,05000US12115,25156,-1,14010,-1
379,05000US12117,24782,-1,11130,-1
380,05000US12119,6342,-1,3012,-1
381,05000US12121,2422,-1,1010,-1
382,05000US12123,1564,-1,548,-1
383,05000US12125,1886,-1,447,-1
384,05000US12127,30069,-1,14875,-1
385,05000US12129,2005,-1,703,-1
386,05000US12131,3682,-1,2020,-1
387,05000US12133,2300,-1,885,-1
388,05000US13001,1353,-1,628,-1
389,05000US13003,853,-1,409,-1
390,05000US13005,796,-1,329,-1
391,05000US13007,319,-1,158,-1
392,05000US13009,3045,-1,1188,-1
393,05000US13011,1735,-1,731,-1
394,05000US13013,4924,-1,1899,-1
395,05000US13015,5528,-1,2225,-1
396,05000US13017,1136,-1,538,-1
397,05000US13019,1472,-1,670,-1
398,05000US13021,10816,-1,4775,-1
399,05000US13023,933,-1,368,-1
400,05000US13025,1007,-1,462,-1
401,05000US13027,1201,-1,533,-1
402,05000US13029,1960,-1,756,-1
403,05000US13031,4817,-1,1857,-1
404,05000US13033,2012,-1,902,-1
405,05000US13035,1665,-1,583,-1
406,05000US13037,940,-1,329,-1
407,05000US13039,3386,-1,1303,-1
408,05000US13043,874,-1,361,-1
409,05000US13045,7009,-1,2695,-1
410,05000US13047,3655,-1,1477,-1
411,05000US13049,931,-1,343,-1
412,05000US13051,18470,-1,8336,-1
413,05000US13053,1303,-1,286,-1
414,05000US13055,2458,-1,936,-1
415,05000US13057,11809,-1,4496,-1
416,05000US13059,8360,-1,3661,-1
417,05000US13061,411,-1,230,-1
418,05000US13063,13959,-1,5893,-1
419,05000US13065,657,-1,314,-1
420,05000US13067,40156,-1,16229,-1
421,05000US13069,3139,-1,1168,-1
422,05000US13071,3200,-1,1310,-1
423,05000US13073,7139,-1,2823,-1
424,05000US13075,1412,-1,609,-1
425,05000US13077,7560,-1,2902,-1
426,05000US13079,852,-1,371,-1
427,05000US13081,1455,-1,637,-1
428,05000US13083,1412,-1,555,-1
429,05000US13085,1390,-1,601,-1
430,05000US13087,2273,-1,935,-1
431,05000US13089,42086,-1,18385,-1
432,05000US13091,1957,-1,797,-1
433,05000US13093,1544,-1,541,-1
434,05000US13095,7154,-1,2996,-1
435,05000US13097,7013,-1,2645,-1
436,05000US13099,1030,-1,496,-1
437,05000US13101,422,-1,174,-1
438,05000US13103,3663,-1,1388,-1
439,05000US13105,1585,-1,718,-1
440,05000US13107,2107,-1,909,-1
441,05000US13109,1154,-1,484,-1
442,05000US13111,1667,-1,998,-1
443,05000US13113,7792,-1,2943,-1
444,05000US13115,6592,-1,2697,-1
445,05000US13117,11852,-1,4311,-1
446,05000US13119,1909,-1,895,-1
447,05000US13121,54606,-1,25463,-1
448,05000US13123,2023,-1,1053,-1
449,05000US13125,526,-1,240,-1
450,05000US13127,4629,-1,2214,-1
451,05000US13129,3538,-1,1463,-1
452,05000US13131,1880,-1,829,-1
453,05000US13133,1744,-1,899,-1
454,05000US13135,42035,-1,15558,-1
455,05000US13137,3732,-1,1501,-1
456,05000US13139,11200,-1,4301,-1
457,05000US13141,836,-1,416,-1
458,05000US13143,1832,-1,738,-1
459,05000US13145,2210,-1,969,-1
460,05000US13147,1727,-1,790,-1
461,05000US13149,1324,-1,568,-1
462,05000US13151,9885,-1,3746,-1
463,05000US13153,7826,-1,3138,-1
464,05000US13155,714,-1,286,-1
465,05000US13157,4861,-1,1879,-1
466,05000US13159,1106,-1,498,-1
467,05000US13161,865,-1,375,-1
468,05000US13163,1785,-1,778,-1
469,05000US13165,474,-1,242,-1
470,05000US13167,1020,-1,394,-1
471,05000US13169,1843,-1,742,-1
472,05000US13171,1365,-1,515,-1
473,05000US13173,613,-1,249,-1
474,05000US13175,4362,-1,1930,-1
475,05000US13177,1994,-1,712,-1
476,05000US13179,4838,-1,1855,-1
477,05000US13181,859,-1,444,-1
478,05000US13183,750,-1,303,-1
479,05000US13185,8625,-1,3417,-1
480,05000US13187,1555,-1,597,-1
481,05000US13189,1541,-1,659,-1
482,05000US13191,591,-1,418,-1
483,05000US13193,1441,-1,521,-1
484,05000US13195,2272,-1,1017,-1
485,05000US13197,601,-1,299,-1
486,05000US13199,1853,-1,872,-1
487,05000US13201,717,-1,329,-1
488,05000US13205,1989,-1,683,-1
489,05000US13207,1708,-1,617,-1
490,05000US13209,1173,-1,524,-1
491,05000US13211,1627,-1,673,-1
492,05000US13213,2644,-1,1060,-1
493,05000US13215,14574,-1,6016,-1
494,05000US13217,5559,-1,2136,-1
495,05000US13219,3186,-1,1198,-1
496,05000US13221,1267,-1,602,-1
497,05000US13223,7172,-1,2648,-1
498,05000US13225,1913,-1,731,-1
499,05000US13227,2074,-1,919,-1
500,05000US13229,1465,-1,611,-1
501,05000US13231,1971,-1,773,-1
502,05000US13233,2486,-1,1022,-1
503,05000US13235,866,-1,299,-1
504,05000US13237,1182,-1,611,-1
505,05000US13239,269,-1,186,-1
506,05000US13241,1473,-1,1030,-1
507,05000US13243,481,-1,227,-1
508,05000US13245,13160,-1,5468,-1
509,05000US13247,5178,-1,2052,-1
510,05000US13249,555,-1,250,-1
511,05000US13251,1515,-1,738,-1
512,05000US13253,879,-1,430,-1
513,05000US13255,3851,-1,1600,-1
514,05000US13257,1528,-1,695,-1
515,05000US13259,655,-1,301,-1
516,05000US13261,2444,-1,1032,-1
517,05000US13263,699,-1,370,-1
518,05000US13265,331,-1,194,-1
519,05000US13267,2367,-1,726,-1
520,05000US13269,872,-1,392,-1
521,05000US13271,1479,-1,564,-1
522,05000US13273,1069,-1,471,-1
523,05000US13275,3539,-1,1603,-1
524,05000US13277,2802,-1,1161,-1
525,05000US13279,1774,-1,769,-1
526,05000US13281,1053,-1,648,-1
527,05000US13283,532,-1,232,-1
528,05000US13285,4797,-1,1905,-1
529,05000US13287,676,-1,297,-1
530,05000US13289,723,-1,403,-1
531,05000US13291,1282,-1,719,-1
532,05000US13293,2074,-1,925,-1
533,05000US13295,4594,-1,1867,-1
534,05000US13297,5294,-1,2057,-1
535,05000US13299,2712,-1,1048,-1
536,05000US13301,635,-1,360,-1
537,05000US13303,2286,-1,952,-1
538,05000US13305,2465,-1,974,-1
539,05000US13307,292,-1,150,-1
540,05000US13309,892,-1,247,-1
541,05000US13311,1462,-1,777,-1
542,05000US13313,6455,-1,2496,-1
543,05000US13315,1374,-1,505,-1
544,05000US13317,920,-1,446,-1
545,05000US13319,1254,-1,623,-1
546,05000US13321,1734,-1,754,-1
547,05000US15001,15552,-1,6829,-1
548,05000US15003,82157,-1,27999,-1
549,05000US15005,34,-1,43,-1
550,05000US15007,6804,-1,3012,-1
551,05000US15009,12436,-1,5389,-1
552,05000US16001,24477,-1,9397,-1
553,05000US16003,650,-1,413,-1
554,05000US16005,7233,-1,2825,-1
555,05000US16007,1110,-1,557,-1
556,05000US16009,1680,-1,829,-1
557,05000US16011,3904,-1,1361,-1
558,05000US16013,1648,-1,1014,-1
559,05000US16015,838,-1,499,-1
560,05000US16017,3478,-1,1825,-1
561,05000US16019,8623,-1,3243,-1
562,05000US16021,832,-1,385,-1
563,05000US16023,518,-1,237,-1
564,05000US16025,219,-1,157,-1
565,05000US16027,12472,-1,4535,-1
566,05000US16029,1077,-1,449,-1
567,05000US16031,2461,-1,909,-1
568,05000US16033,111,-1,95,-1
569,05000US16035,1377,-1,668,-1
570,05000US16037,526,-1,353,-1
571,05000US16039,2006,-1,888,-1
572,05000US16041,1757,-1,595,-1
573,05000US16043,1645,-1,921,-1
574,05000US16045,1084,-1,452,-1
575,05000US16047,1407,-1,577,-1
576,05000US16049,2128,-1,1041,-1
577,05000US16051,2760,-1,932,-1
578,05000US16053,1831,-1,703,-1
579,05000US16055,10011,-1,4580,-1
580,05000US16057,4245,-1,1639,-1
581,05000US16059,847,-1,438,-1
582,05000US16061,1198,-1,579,-1
583,05000US16063,1078,-1,404,-1
584,05000US16065,3153,-1,960,-1
585,05000US16067,1896,-1,765,-1
586,05000US16069,3998,-1,1710,-1
587,05000US16071,617,-1,248,-1
588,05000US16073,1297,-1,577,-1
589,05000US16075,1694,-1,654,-1
590,05000US16077,745,-1,287,-1
591,05000US16079,1831,-1,1003,-1
592,05000US16081,795,-1,402,-1
593,05000US16083,6263,-1,2431,-1
594,05000US16085,661,-1,705,-1
595,05000US16087,1166,-1,528,-1
596,05000US17001,6905,-1,3011,-1
597,05000US17003,1096,-1,560,-1
598,05000US17005,2031,-1,861,-1
599,05000US17007,3521,-1,1320,-1
600,05000US17009,842,-1,325,-1
601,05000US17011,6322,-1,2786,-1
602,05000US17013,1027,-1,532,-1
603,05000US17015,2732,-1,1293,-1
604,05000US17017,2089,-1,934,-1
605,05000US17019,18200,-1,7345,-1
606,05000US17021,4817,-1,2039,-1
607,05000US17023,1804,-1,808,-1
608,05000US17025,1592,-1,742,-1
609,05000US17027,5837,-1,2219,-1
610,05000US17029,4875,-1,1964,-1
611,05000US17031,366266,-1,153780,-1
612,05000US17033,2862,-1,1190,-1
613,05000US17035,1528,-1,700,-1
614,05000US17037,9540,-1,3531,-1
615,05000US17039,2054,-1,938,-1
616,05000US17041,2792,-1,1180,-1
617,05000US17043,70085,-1,26472,-1
618,05000US17045,2570,-1,1157,-1
619,05000US17047,1188,-1,568,-1
620,05000US17049,4305,-1,1823,-1
621,05000US17051,2922,-1,1302,-1
622,05000US17053,2207,-1,979,-1
623,05000US17055,5406,-1,2503,-1
624,05000US17057,5595,-1,2403,-1
625,05000US17059,1161,-1,573,-1
626,05000US17061,2245,-1,999,-1
627,05000US17063,5360,-1,2137,-1
628,05000US17065,872,-1,401,-1
629,05000US17067,3379,-1,1581,-1
630,05000US17069,766,-1,426,-1
631,05000US17071,1316,-1,671,-1
632,05000US17073,5847,-1,2492,-1
633,05000US17075,5786,-1,2504,-1
634,05000US17077,5780,-1,2546,-1
635,05000US17079,1269,-1,545,-1
636,05000US17081,6533,-1,2802,-1
637,05000US17083,2184,-1,917,-1
638,05000US17085,3172,-1,1566,-1
639,05000US17087,2109,-1,836,-1
640,05000US17089,32022,-1,11377,-1
641,05000US17091,11204,-1,4383,-1
642,05000US17093,6337,-1,2250,-1
643,05000US17095,6718,-1,2866,-1
644,05000US17097,58457,-1,21512,-1
645,05000US17099,12881,-1,5501,-1
646,05000US17101,2514,-1,820,-1
647,05000US17103,4845,-1,1924,-1
648,05000US17105,5826,-1,2244,-1
649,05000US17107,5200,-1,1936,-1
650,05000US17109,3835,-1,1563,-1
651,05000US17111,23825,-1,9006,-1
652,05000US17113,16610,-1,6619,-1
653,05000US17115,11378,-1,4958,-1
654,05000US17117,6350,-1,2794,-1
655,05000US17119,22078,-1,9289,-1
656,05000US17121,6063,-1,2746,-1
657,05000US17123,2530,-1,1142,-1
658,05000US17125,2468,-1,1124,-1
659,05000US17127,1552,-1,732,-1
660,05000US17129,1901,-1,853,-1
661,05000US17131,2802,-1,1212,-1
662,05000US17133,2593,-1,997,-1
663,05000US17135,4706,-1,1852,-1
664,05000US17137,4372,-1,1798,-1
665,05000US17139,2051,-1,885,-1
666,05000US17141,5861,-1,2394,-1
667,05000US17143,17362,-1,7447,-1
668,05000US17145,2692,-1,1139,-1
669,05000US17147,2525,-1,1103,-1
670,05000US17149,2923,-1,1395,-1
671,05000US17151,581,-1,333,-1
672,05000US17153,1099,-1,590,-1
673,05000US17155,1304,-1,606,-1
674,05000US17157,4551,-1,1816,-1
675,05000US17159,1934,-1,873,-1
676,05000US17161,13759,-1,5961,-1
677,05000US17163,18996,-1,8113,-1
678,05000US17165,2734,-1,1238,-1
679,05000US17167,18823,-1,8308,-1
680,05000US17169,925,-1,412,-1
681,05000US17171,1246,-1,578,-1
682,05000US17173,3275,-1,1449,-1
683,05000US17175,1392,-1,593,-1
684,05000US17177,5531,-1,2453,-1
685,05000US17179,13666,-1,5649,-1
686,05000US17181,2415,-1,1019,-1
687,05000US17183,9185,-1,4136,-1
688,05000US17185,1571,-1,686,-1
689,05000US17187,2223,-1,915,-1
690,05000US17189,3029,-1,1334,-1
691,05000US17191,2603,-1,1191,-1
692,05000US17193,2058,-1,959,-1
693,05000US17195,6605,-1,2859,-1
694,05000US17197,46687,-1,16746,-1
695,05000US17199,6404,-1,2865,-1
696,05000US17201,23962,-1,10127,-1
697,05000US17203,5198,-1,1999,-1
698,05000US18001,3197,-1,1179,-1
699,05000US18003,29563,-1,12371,-1
700,05000US18005,6284,-1,2632,-1
701,05000US18007,1630,-1,719,-1
702,05000US18009,1476,-1,643,-1
703,05000US18011,5100,-1,1954,-1
704,05000US18013,1355,-1,675,-1
705,05000US18015,2400,-1,1040,-1
706,05000US18017,4086,-1,1639,-1
707,05000US18019,8039,-1,3523,-1
708,05000US18021,2558,-1,1132,-1
709,05000US18023,3565,-1,1444,-1
710,05000US18025,1412,-1,692,-1
711,05000US18027,3260,-1,1355,-1
712,05000US18029,4080,-1,1611,-1
713,05000US18031,2535,-1,1032,-1
714,05000US18033,3869,-1,1587,-1
715,05000US18035,10402,-1,4285,-1
716,05000US18037,3327,-1,1351,-1
717,05000US18039,13462,-1,5179,-1
